Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2011","2011","No","2970000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2012","2012","No","2970000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2013","2013","No","3000000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2014","2014","No","2980000","E","Estimated value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2015","2015","No","2955217","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2016","2016","No","2936838","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2017","2017","No","2923459","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2018","2018","No","2921149","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2019","2019","No","2976829","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2020","2020","No","2970647","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2021","2021","No","2973088","I","Imputed value",""
"QCL","Crops and livestock products","032","Argentina","5114","Stocks","02196","Bees","2022","2022","No","2975530","I","Imputed value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1961","1961","No","310000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1962","1962","No","301600","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1963","1963","No","300000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1964","1964","No","311400","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1965","1965","No","316200","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1966","1966","No","317000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1967","1967","No","292000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1968","1968","No","282000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1969","1969","No","272000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1970","1970","No","253000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1971","1971","No","242376","A","Official figure",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1972","1972","No","237000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1973","1973","No","188000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1974","1974","No","165000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1975","1975","No","200000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1976","1976","No","220000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1977","1977","No","220000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1978","1978","No","257000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1979","1979","No","291000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1980","1980","No","280000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1981","1981","No","300000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1982","1982","No","300000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1983","1983","No","300000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1984","1984","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1985","1985","No","480000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1986","1986","No","550000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1987","1987","No","600000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1988","1988","No","640000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1989","1989","No","660000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1990","1990","No","700000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1991","1991","No","812000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1992","1992","No","819000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1993","1993","No","800000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1994","1994","No","795000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1995","1995","No","824000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1996","1996","No","824000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1997","1997","No","824000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1998","1998","No","824000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","1999","1999","No","824000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2000","2000","No","824000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2001","2001","No","820000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2002","2002","No","825000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2003","2003","No","830000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2004","2004","No","835000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2005","2005","No","880000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2006","2006","No","952000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2007","2007","No","914000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2008","2008","No","994000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2009","2009","No","1025000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2010","2010","No","1000000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2011","2011","No","1094000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2012","2012","No","900000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2013","2013","No","938000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2014","2014","No","1020000","E","Estimated value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2015","2015","No","1011715","I","Imputed value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2016","2016","No","1010216","I","Imputed value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2017","2017","No","1012111","I","Imputed value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2018","2018","No","1011674","I","Imputed value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2019","2019","No","1016215","I","Imputed value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2020","2020","No","1013603","I","Imputed value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2021","2021","No","1015380","I","Imputed value",""
"QCL","Crops and livestock products","076","Brazil","5114","Stocks","02196","Bees","2022","2022","No","1017158","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1961","1961","No","336910","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1962","1962","No","340470","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1963","1963","No","360060","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1964","1964","No","382240","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1965","1965","No","413030","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1966","1966","No","429860","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1967","1967","No","445070","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1968","1968","No","415000","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1969","1969","No","419060","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1970","1970","No","407560","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1971","1971","No","396420","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1972","1972","No","417300","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1973","1973","No","437910","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1974","1974","No","473570","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1975","1975","No","508450","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1976","1976","No","530930","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1977","1977","No","546490","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1978","1978","No","566900","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1979","1979","No","577200","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1980","1980","No","607800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1981","1981","No","633500","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1982","1982","No","663450","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1983","1983","No","684850","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1984","1984","No","692000","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1985","1985","No","693600","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1986","1986","No","707400","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1987","1987","No","699800","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1988","1988","No","608420","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1989","1989","No","544290","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1990","1990","No","532205","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1991","1991","No","498780","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1992","1992","No","501259","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1993","1993","No","502656","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1994","1994","No","501256","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1995","1995","No","520982","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1996","1996","No","509648","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1997","1997","No","519988","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1998","1998","No","563614","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","1999","1999","No","588824","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2000","2000","No","599863","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2001","2001","No","602328","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2002","2002","No","588485","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2003","2003","No","563330","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2004","2004","No","597890","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2005","2005","No","615541","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2006","2006","No","628401","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2007","2007","No","589254","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2008","2008","No","570070","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2009","2009","No","592120","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2010","2010","No","620291","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2011","2011","No","637920","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2012","2012","No","690037","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2013","2013","No","667397","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2014","2014","No","696252","A","Official figure",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2015","2015","No","701434","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2016","2016","No","704495","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2017","2017","No","709178","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2018","2018","No","713634","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2019","2019","No","724492","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2020","2020","No","731451","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2021","2021","No","738651","I","Imputed value",""
"QCL","Crops and livestock products","124","Canada","5114","Stocks","02196","Bees","2022","2022","No","730816","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1961","1961","No","426660","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1962","1962","No","433330","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1963","1963","No","440000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1964","1964","No","453330","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1965","1965","No","346660","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1966","1966","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1967","1967","No","366660","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1968","1968","No","360000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1969","1969","No","362660","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1970","1970","No","380000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1971","1971","No","404000","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1972","1972","No","420000","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1973","1973","No","424000","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1974","1974","No","424000","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1975","1975","No","444000","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1976","1976","No","469000","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1977","1977","No","499000","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1978","1978","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1979","1979","No","470000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1980","1980","No","475000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1981","1981","No","480000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1982","1982","No","480000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1983","1983","No","485000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1984","1984","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1985","1985","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1986","1986","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1987","1987","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1988","1988","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1989","1989","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1990","1990","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1991","1991","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1992","1992","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1993","1993","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1994","1994","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1995","1995","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1996","1996","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1997","1997","No","400000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1998","1998","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","1999","1999","No","490000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2000","2000","No","495000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2001","2001","No","500000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2002","2002","No","510000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2003","2003","No","520000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2004","2004","No","520000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2005","2005","No","520000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2006","2006","No","520000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2007","2007","No","456039","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2008","2008","No","487070","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2009","2009","No","485000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2010","2010","No","485000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2011","2011","No","485000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2012","2012","No","485000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2013","2013","No","485000","E","Estimated value",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2014","2014","No","315494","A","Official figure",""
"QCL","Crops and livestock products","152","Chile","5114","Stocks","02196","Bees","2015","2015","No","409559","I","Imputed value",""
